tx_name,seqnames,start,end,width,strand,tx_id,exon_rank,phast,gene_symbol,transcript
ENST00000290855.11,chr12,9669713,9699553,29841,+,147754,5,0.144401997252103,CLEC2D,ENST00000290855
ENST00000290858.11,chr16,67029149,67101058,71910,+,187910,1,0.201418439716312,CBFB,ENST00000290858
ENST00000290866.10,chr17,63477061,63498373,21313,+,200310,6,0.177440998451649,ACE,ENST00000290866
ENST00000290868.7,chr3,126481166,126517773,36608,-,54432,18,0.0641608391608391,UROC1,ENST00000290868
ENST00000290881.11,chr16,67175604,67184040,8437,-,193514,8,0.291798032475999,KIAA0895L,ENST00000290881
ENST00000290894.12,chr15,45167214,45201175,33962,-,180336,8,0.184085153995642,SHF,ENST00000290894
ENST00000290921.10,chr4,1211448,1249137,37690,-,62867,4,0.0661979304855399,CTBP1,ENST00000290921
ENST00000290942.9,chr16,67389825,67393518,3694,-,193566,5,0.429723876556579,TPPP3,ENST00000290942
ENST00000291009.4,chr7,143132077,143139739,7663,+,96986,1,0.0838835965026753,PIP,ENST00000291009
ENST00000291041.6,chr16,67893254,67929676,36423,+,188185,3,0.129272712297175,PSKH1,ENST00000291041
ENST00000291182.9,chr19,44286348,44305025,18678,-,226799,5,0.189104829210836,ZNF235,ENST00000291182
ENST00000291294.7,chr19,46620468,46625089,4622,-,227105,2,0.206577239290351,PTGIR,ENST00000291294
ENST00000291295.14,chr19,46601330,46610782,9453,+,219995,5,0.354427165979055,CALM3,ENST00000291295
ENST00000291386.4,chr1,1541673,1574863,33191,-,11942,1,0.0280648368533639,SSU72,ENST00000291386
ENST00000291416.10,chr1,33145399,33182043,36645,-,13967,2,0.136400600354755,TRIM62,ENST00000291416
ENST00000291458.9,chr3,122359591,122383231,23641,-,54096,3,0.16439236918912,CCDC58,ENST00000291458
ENST00000291481.8,chr19,19254756,19262804,8049,-,224686,3,0.165300037271711,HAPLN4,ENST00000291481
ENST00000291495.5,chr19,19538265,19546659,8395,+,217440,7,0.294830256104824,CILP2,ENST00000291495
ENST00000291527.3,chr21,42362282,42366535,4254,-,238021,3,0.0225669957686883,TFF1,ENST00000291527
ENST00000291535.11,chr21,42403862,42447243,43382,+,236420,10,0.0440251717302107,UBASH3A,ENST00000291535
ENST00000291536.8,chr21,42472486,42496224,23739,-,238032,9,0.0548380302455874,RSPH1,ENST00000291536
ENST00000291539.11,chr21,42653621,42775509,121889,+,236440,9,0.0435913002814035,PDE9A,ENST00000291539
ENST00000291554.6,chr21,43169008,43172805,3798,+,236484,2,0.146287519747235,CRYAA,ENST00000291554
ENST00000291574.9,chr21,44012309,44106552,94244,+,236547,8,0.0812285132210007,TRAPPC10,ENST00000291574
ENST00000291576.12,chr21,44107399,44131181,23783,+,236560,2,0.0928982886936046,PWP2,ENST00000291576
ENST00000291577.11,chr21,44133683,44145711,12029,+,236572,1,0.0523651176323883,GATD3A,ENST00000291577
ENST00000291582.6,chr21,44285876,44298648,12773,+,236586,7,0.0653566116025992,AIRE,ENST00000291582
ENST00000291592.6,chr21,44455510,44462196,6687,+,236612,2,0.0778226409451174,LRRC3,ENST00000291592
ENST00000291672.6,chr21,46161160,46184459,23300,-,238301,3,0.121798283261803,SPATC1L,ENST00000291672
ENST00000291700.9,chr21,46598604,46605082,6479,-,238337,3,0.0506713999073931,S100B,ENST00000291700
ENST00000291707.8,chr19,51491227,51501800,10574,-,228029,6,0.0401740117268773,SIGLEC12,ENST00000291707
ENST00000291715.5,chr19,51367098,51369003,1906,-,227999,3,0.201259181532004,CLDND2,ENST00000291715
ENST00000291759.5,chr19,54333185,54339162,5978,-,228471,5,0.0350786216125794,LILRA4,ENST00000291759
ENST00000291823.3,chr19,40379271,40390181,10911,-,226194,1,0.18841536064522,HIPK4,ENST00000291823
ENST00000291825.11,chr19,40393768,40413364,19597,-,226199,6,0.22703985303873,PRX,ENST00000291825
ENST00000291842.10,chr19,40576873,40591397,14525,+,219182,17,0.179958691910499,SHKBP1,ENST00000291842
ENST00000291906.5,chr9,128702503,128720916,18414,+,117562,16,0.159074617139133,PKN3,ENST00000291906
ENST00000291934.4,chr19,55376826,55378246,1421,+,221383,5,0.212737508796622,TMEM190,ENST00000291934
ENST00000291971.7,chr19,55947832,55988629,40798,+,221455,2,0.0446982695230158,NLRP8,ENST00000291971
ENST00000292067.11,chr11,118193963,118213359,19397,-,145973,9,0.101278548229108,JAML,ENST00000292067
ENST00000292079.7,chr11,117820057,117824744,4688,-,145925,4,0.0486348122866894,FXYD2,ENST00000292079
ENST00000292090.8,chr17,28724348,28726233,1886,-,204667,2,0.380116648992577,TLCD1,ENST00000292090
ENST00000292114.8,chr17,28357647,28363683,6037,+,197286,4,0.195626967036608,TMEM199,ENST00000292114
ENST00000292123.9,chr19,5623099,5668478,45380,+,215389,1,0.113953283384751,SAFB,ENST00000292123
ENST00000292147.7,chr19,43506719,43527201,20483,-,226696,2,0.126675779915051,ETHE1,ENST00000292147
ENST00000292174.5,chr11,118883892,118897787,13896,+,138578,1,0.210233160621762,CXCR5,ENST00000292174
ENST00000292211.5,chr1,154548577,154558662,10086,-,18384,5,0.303658536585366,UBE2Q1,ENST00000292211
ENST00000292291.10,chr1,156243320,156248056,4737,-,18744,6,0.258876926324678,PAQR6,ENST00000292291
ENST00000292330.3,chr7,100435282,100436497,1216,-,101533,4,0.493338815789474,PPP1R35,ENST00000292330
ENST00000292363.10,chr19,647526,663214,15689,-,222025,2,0.0734144942316273,RNF126,ENST00000292363
ENST00000292377.4,chr7,100169606,100177381,7776,-,101361,2,0.281725823045267,GPC2,ENST00000292377
ENST00000292385.9,chr5,177456927,177473198,16272,-,79167,10,0.231170108161258,DBN1,ENST00000292385
ENST00000292401.9,chr7,99966730,99976031,9302,-,101233,2,0.0514298000430015,AZGP1,ENST00000292401
ENST00000292408.9,chr5,177086915,177098144,11230,+,73637,9,0.227061442564559,FGFR4,ENST00000292408
ENST00000292430.10,chr8,142700111,142705127,5017,+,108531,2,0.0205301973290811,LY6K,ENST00000292430
ENST00000292431.5,chr19,13118264,13141147,22884,+,216434,5,0.172884985142458,NACC1,ENST00000292431
ENST00000292432.10,chr5,176880869,176899346,18478,-,79099,16,0.138759606017967,HK3,ENST00000292432
ENST00000292433.4,chr19,13150411,13154911,4501,+,216438,2,0.220284381248611,IER2,ENST00000292433
ENST00000292450.9,chr7,100049774,100065040,15267,+,95147,4,0.139267701578568,ZSCAN21,ENST00000292450
ENST00000292476.10,chr7,99438943,99457373,18431,+,95038,5,0.128218761868591,CPSF4,ENST00000292476
ENST00000292510.6,chr8,144423617,144428548,4932,-,113955,5,0.140429845904299,VPS28,ENST00000292510
ENST00000292513.4,chr19,14472466,14475354,2889,-,224062,3,0.338525441329179,PTGER1,ENST00000292513
ENST00000292524.6,chr8,144517992,144525172,7181,+,108890,3,0.29158891519287,LRRC14,ENST00000292524
ENST00000292530.11,chr19,14690048,14721899,31852,+,216581,9,0.0972937335175187,ZNF333,ENST00000292530
ENST00000292539.8,chr8,144490030,144502121,12092,+,108871,10,0.1113959642739,PPP1R16A,ENST00000292539
ENST00000292566.4,chr7,102456238,102464863,8626,-,101704,1,0.0968699281242755,ALKBH4,ENST00000292566
ENST00000292574.4,chr19,15010726,15023276,12551,+,216594,7,0.141996653653095,CCDC105,ENST00000292574
ENST00000292579.11,chr8,144876951,144901461,24511,-,114046,4,0.127571294520827,ZNF250,ENST00000292579
ENST00000292586.11,chr5,179837276,179858817,21542,-,79468,1,0.0486491504967041,MRNIP,ENST00000292586
ENST00000292591.12,chr5,179797610,179806866,9257,-,79440,15,0.234622447877282,MGAT4B,ENST00000292591
ENST00000292596.15,chr5,179793986,179796647,2662,+,73942,1,0.185386927122464,LTC4S,ENST00000292596
ENST00000292599.4,chr5,179732822,179777283,44462,+,73937,1,0.13985200845666,MAML1,ENST00000292599
ENST00000292616.10,chr7,102464984,102473168,8185,+,95473,9,0.187208307880269,LRWD1,ENST00000292616
ENST00000292641.4,chr5,180590105,180591499,1395,-,79550,1,0.0332616487455197,SCGB3A1,ENST00000292641
ENST00000292672.7,chr19,3224661,3297076,72416,+,215151,1,0.0756255523641183,CELF5,ENST00000292672
ENST00000292733.11,chr22,20507602,20587632,80031,+,238704,7,0.0953692943984204,MED15,ENST00000292733
ENST00000292779.4,chr22,21632760,21637329,4570,+,238878,3,0.114901531728665,CCDC116,ENST00000292779
ENST00000292782.9,chr3,182938074,182980538,42465,-,56294,6,0.201241022018133,DCUN1D1,ENST00000292782
ENST00000292807.9,chr3,184174855,184184091,9237,+,48612,6,0.359110100682039,AP2M1,ENST00000292807
ENST00000292852.9,chr19,38941401,38975742,34342,-,226024,5,0.112838506784695,FBXO17,ENST00000292852
ENST00000292853.9,chr19,39024021,39032549,8529,-,226032,6,0.114866924610154,FBXO27,ENST00000292853
ENST00000292879.9,chr19,35742532,35745445,2914,-,225502,2,0.227796842827728,U2AF1L4,ENST00000292879
ENST00000292894.2,chr19,36034984,36054285,19302,-,225603,2,0.134343591337685,THAP8,ENST00000292894
ENST00000292907.8,chr19,36150922,36152447,1526,-,225616,3,0.1435124508519,COX7A1,ENST00000292907
ENST00000292928.7,chr19,36605313,36634114,28802,+,218617,3,0.179508367474481,ZNF382,ENST00000292928
ENST00000293190.10,chr17,74842023,74859885,17863,-,208529,12,0.228673794995241,GRIN2C,ENST00000293190
ENST00000293195.10,chr17,74862497,74872994,10498,-,208534,2,0.163688321585064,FDXR,ENST00000293195
ENST00000293230.10,chr17,76527356,76537709,10354,-,208930,2,0.223749275642264,CYGB,ENST00000293230
ENST00000293255.3,chr19,48029383,48044079,14697,-,227262,2,0.0768728311900388,CABP5,ENST00000293255
ENST00000293261.8,chr19,48332356,48363940,31585,-,227366,6,0.0946620231122369,TMEM143,ENST00000293261
ENST00000293303.5,chr17,41837825,41848384,10560,+,198385,4,0.26530303030303,KLHL10,ENST00000293303
ENST00000293330.1,chr17,42184060,42185452,1393,-,205874,2,0.242067480258435,HCRT,ENST00000293330
ENST00000293373.11,chr12,54497752,54548243,50492,+,149969,17,0.203505505822705,NCKAP1L,ENST00000293373
ENST00000293379.9,chr12,54395261,54419266,24006,-,156949,12,0.266270932266934,ITGA5,ENST00000293379
ENST00000293404.8,chr17,44004622,44009068,4447,+,198681,5,0.347964920170902,NAGS,ENST00000293404
ENST00000293414.6,chr17,44170704,44179084,8381,+,198711,1,0.167462116692519,ASB16,ENST00000293414
ENST00000293443.12,chr17,44353215,44363853,10639,-,206379,8,0.383682676943322,FAM171A2,ENST00000293443
ENST00000293471.11,chr19,51927472,51946621,19150,+,220827,4,0.121268929503916,ZNF613,ENST00000293471
ENST00000293502.2,chr12,56923133,56934408,11276,-,157381,4,0.135446967009578,SDR9C7,ENST00000293502
ENST00000293549.4,chr12,48978322,48982620,4299,+,149109,2,0.534775529192835,WNT1,ENST00000293549
ENST00000293599.7,chr12,49961872,49965682,3811,+,149316,3,0.232065074783521,AQP5,ENST00000293599
ENST00000293636.2,chr12,51328442,51346679,18238,-,156551,2,0.153481741419015,CELA1,ENST00000293636
ENST00000293662.9,chr12,52006946,52015889,8944,+,149524,7,0.268671735241503,GRASP,ENST00000293662
ENST00000293670.3,chr12,52314301,52321398,7098,-,156597,9,0.200619892927585,KRT83,ENST00000293670
ENST00000293695.8,chr19,12898786,12919293,20508,-,223843,4,0.111376048371367,SYCE2,ENST00000293695
ENST00000293725.10,chr19,12317477,12333633,16157,-,223679,1,0.0830352169338367,ZNF563,ENST00000293725
ENST00000293756.5,chr6,33721662,33746905,25244,-,87361,2,0.118582633497068,IP6K3,ENST00000293756
ENST00000293760.10,chr6,33771213,33789130,17918,-,87365,1,0.189128250920861,LEMD2,ENST00000293760
ENST00000293771.10,chr19,11483429,11505839,22411,-,223567,5,0.11902190888403,ZNF653,ENST00000293771
ENST00000293777.6,chr17,4731428,4733607,2180,+,195504,2,0.214770642201835,MED11,ENST00000293777
ENST00000293805.10,chr17,7023050,7029644,6595,+,195761,6,0.332479150871873,BCL6B,ENST00000293805
ENST00000293825.11,chr17,7549058,7557881,8824,+,195915,7,0.164267905711695,TNFSF12,ENST00000293825
ENST00000293826.4,chr17,7549099,7561601,12503,+,195922,11,0.249964008637927,TNFSF12-TNFSF13,ENST00000293826
ENST00000293829.9,chr17,7439512,7444937,5426,+,195884,4,0.460762992996683,FGF11,ENST00000293829
ENST00000293831.13,chr17,7572825,7579006,6182,+,195949,3,0.450857327725656,EIF4A1,ENST00000293831
ENST00000293845.8,chr17,8729935,8744836,14902,-,203511,6,0.0852234599382633,CCDC42,ENST00000293845
ENST00000293860.6,chr16,46407,53608,7202,-,189848,2,0.0632324354346015,POLR3K,ENST00000293860
ENST00000293879.9,chr16,649365,667830,18466,+,183771,2,0.0856872089245098,WDR90,ENST00000293879
ENST00000293883.9,chr16,684622,690398,5777,-,189966,1,0.357348104552536,WDR24,ENST00000293883
ENST00000293889.10,chr16,722582,726473,3892,-,189979,11,0.102954779033916,CCDC78,ENST00000293889
ENST00000293894.4,chr16,981770,986979,5210,+,183906,3,0.206871401151631,SOX8,ENST00000293894
ENST00000293922.1,chr16,1485939,1488467,2529,-,190137,1,0.109054962435745,PTX4,ENST00000293922
ENST00000293973.2,chr16,2471297,2474145,2849,+,184304,5,0.545594945594945,NTN3,ENST00000293973
ENST00000293981.10,chr16,2883213,2899382,16170,+,184417,4,0.075578231292517,FLYWCH2,ENST00000293981
ENST00000294008.4,chr16,3581181,3611606,30426,-,190649,5,0.103638335633997,SLX4,ENST00000294008
ENST00000294016.8,chr16,3962653,4116442,153790,-,190697,10,0.0843175759152092,ADCY9,ENST00000294016
ENST00000294053.9,chr11,72285495,72434531,149037,-,144047,3,0.197809939813603,CLPB,ENST00000294053
ENST00000294064.9,chr11,74988933,75010907,21975,+,137031,3,0.203353811149033,NEU3,ENST00000294064
ENST00000294066.7,chr11,64784918,64803214,18297,-,143133,7,0.191736350221348,MAP4K2,ENST00000294066
ENST00000294117.6,chr11,62707676,62709201,1526,+,135261,2,0.45694626474443,GNG3,ENST00000294117
ENST00000294168.8,chr11,62771396,62787342,15947,+,135278,3,0.138069856399323,TAF6L,ENST00000294168
ENST00000294179.8,chr11,62806860,62832051,25192,-,142834,6,0.145943156557637,STX5,ENST00000294179
ENST00000294189.11,chr3,51993522,51995895,2374,-,52158,3,0.215501263689975,RPL29,ENST00000294189
ENST00000294244.9,chr11,63813456,63827716,14261,+,135375,1,0.117923006801767,SPINDOC,ENST00000294244
ENST00000294256.12,chr11,65127279,65134532,7254,-,143261,12,0.425916735594155,SYVN1,ENST00000294256
ENST00000294258.8,chr11,65084222,65088398,4177,+,135642,5,0.334282978214029,ZFPL1,ENST00000294258
ENST00000294288.5,chr11,67518912,67523446,4535,-,143716,2,0.182756339581037,CABP2,ENST00000294288
ENST00000294309.8,chr11,69048932,69090597,41666,+,136558,12,0.0430206883310133,TPCN2,ENST00000294309
ENST00000294312.4,chr11,69698238,69704022,5785,-,143873,2,0.115350043215212,FGF19,ENST00000294312
ENST00000294360.5,chr1,53214099,53220634,6536,-,15209,4,0.193528151774786,CZIB,ENST00000294360
ENST00000294409.2,chr1,28668780,28714873,46094,+,2141,2,0.143782271011412,GMEB1,ENST00000294409
ENST00000294435.8,chr1,9997228,10016021,18794,+,771,2,0.079897839736086,RBP7,ENST00000294435
ENST00000294454.6,chr1,15736258,15741392,5135,+,1179,5,0.183427458617332,SLC25A34,ENST00000294454
ENST00000294484.7,chr1,11479155,11537551,58397,+,894,8,0.129044300220902,DISP3,ENST00000294484
ENST00000294485.6,chr1,11691710,11725857,34148,+,911,5,0.065180976923978,DRAXIN,ENST00000294485
ENST00000294489.10,chr1,13583465,13617957,34493,+,1074,5,0.0756733250224682,PDPN,ENST00000294489
ENST00000294507.4,chr1,30732469,30757774,25306,-,13651,2,0.0606259385126056,LAPTM5,ENST00000294507
ENST00000294517.11,chr1,33081153,33123492,42340,+,2482,6,0.166617855455833,AZIN2,ENST00000294517
ENST00000294600.7,chr1,3752450,3771645,19196,+,454,1,0.0296468014169619,CCDC27,ENST00000294600
ENST00000294618.12,chr19,11199295,11262524,63230,-,223491,37,0.133759291475566,DOCK6,ENST00000294618
ENST00000294671.3,chr1,89131742,89176003,44262,-,16293,10,0.105076589399485,GBP7,ENST00000294671
ENST00000294678.6,chr1,86350094,86396280,46187,-,16197,11,0.213432351094465,ODF2L,ENST00000294678
ENST00000294702.6,chr1,92473043,92486925,13883,-,16405,4,0.248793488439098,GFI1,ENST00000294702
ENST00000294728.7,chr1,100719742,100739045,19304,+,5464,2,0.161158309158723,VCAM1,ENST00000294728
ENST00000294740.3,chr1,200404940,200410056,5117,-,20415,2,0.908364275942935,ZNF281,ENST00000294740
ENST00000294753.8,chr1,247297412,247331743,34332,-,22376,4,0.0936269369684259,ZNF496,ENST00000294753
ENST00000294785.10,chr1,160343383,160358949,15567,+,7963,6,0.211505106957024,NCSTN,ENST00000294785
ENST00000294811.2,chr1,209779208,209784559,5352,-,20939,2,0.332473841554559,C1orf74,ENST00000294811
ENST00000294829.5,chr1,212624474,212626775,2302,+,10298,1,0.174066029539531,FAM71A,ENST00000294829
ENST00000294889.6,chr1,220690363,220699153,8791,+,10461,2,0.0734159936298488,C1orf115,ENST00000294889
ENST00000294954.12,chr2,48686774,48755724,68951,-,33946,10,0.188487476613829,LHCGR,ENST00000294954
ENST00000294964.6,chr2,42048021,42058517,10497,+,24002,2,0.317986091264171,PKDCC,ENST00000294964
ENST00000294973.11,chr2,42767089,42792583,25495,-,33658,7,0.150303981172779,HAAO,ENST00000294973
ENST00000294981.8,chr1,206684944,206732863,47920,+,9954,3,0.135684474123539,MAPKAPK2,ENST00000294981
ENST00000294984.7,chr1,206897443,206904139,6697,+,9967,5,0.0903389577422727,IL24,ENST00000294984
ENST00000295006.6,chr1,223712539,223776018,63480,+,10563,4,0.0889555765595463,CAPN2,ENST00000295006
ENST00000295030.6,chr2,61017720,61051990,34271,+,24545,4,0.228055790610137,PEX13,ENST00000295030
ENST00000295050.12,chr1,231338293,231355023,16731,+,10972,1,0.167646883031498,SPRTN,ENST00000295050
ENST00000295057.4,chr2,80301878,80304752,2875,-,35591,2,0.949391304347827,LRRTM1,ENST00000295057
ENST00000295079.6,chr2,199955317,199964108,8792,+,29583,2,0.201728844404004,MAIP1,ENST00000295079
ENST00000295082.3,chr2,10911934,10914225,2292,+,22832,1,0.682373472949389,KCNF1,ENST00000295082
ENST00000295087.13,chr2,151798797,151828421,29625,-,37745,3,0.183729957805907,ARL5A,ENST00000295087
ENST00000295092.3,chr2,14632717,14640041,7325,+,22935,2,0.379672354948805,LRATD1,ENST00000295092
ENST00000295101.3,chr2,154698695,154858354,159660,+,28171,1,0.113990980834274,KCNJ3,ENST00000295101
ENST00000295113.5,chr2,182833275,182866637,33363,-,39035,4,0.157410904295177,FRZB,ENST00000295113
ENST00000295121.11,chr2,68129805,68157527,27723,-,34762,1,0.163759333405476,WDR92,ENST00000295121
ENST00000295131.3,chr2,186827475,186849170,21696,-,39096,9,0.158370206489675,ZSWIM2,ENST00000295131
ENST00000295148.9,chr2,24029347,24047391,18045,-,32874,2,0.178403990024938,WDCP,ENST00000295148
ENST00000295150.8,chr2,24175053,24191698,16646,+,23125,5,0.109383635708278,FAM228A,ENST00000295150
ENST00000295171.10,chr2,131527833,131533666,5834,+,27485,7,0.0880699348645869,CCDC74A,ENST00000295171
ENST00000295190.9,chr2,230034982,230068924,33943,-,40653,5,0.116860619273488,SLC16A14,ENST00000295190
ENST00000295201.5,chr2,94871430,94876823,5394,+,25898,4,0.126529477196885,TEKT4,ENST00000295201
ENST00000295208.7,chr2,95145000,95159848,14849,-,36145,4,0.147706916290659,ZNF514,ENST00000295208
ENST00000295213.9,chr4,52051304,52097299,45996,+,58913,6,0.112316288372902,SPATA18,ENST00000295213
ENST00000295225.10,chr2,95297347,95386077,88731,+,25931,7,0.0658202882870698,KCNIP3,ENST00000295225
ENST00000295228.4,chr2,120346136,120351803,5668,+,27128,1,0.696859562455894,INHBB,ENST00000295228
ENST00000295256.10,chr4,94298535,94342836,44302,-,65247,5,0.126326125231367,HPGDS,ENST00000295256
ENST00000295266.6,chr4,95840093,95841464,1372,+,60122,1,0.250947521865889,PDHA2,ENST00000295266
ENST00000295269.5,chr2,102473226,102533972,60747,+,26405,12,0.0946943882002406,SLC9A4,ENST00000295269
ENST00000295304.5,chr2,53767804,53775196,7393,+,24319,1,0.217246043554714,CHAC2,ENST00000295304
ENST00000295314.9,chr1,151169987,151175981,5995,-,18008,5,0.329107589658048,TMOD4,ENST00000295314
ENST00000295317.4,chr2,101275601,101308701,33101,-,36511,7,0.111410531403885,RNF149,ENST00000295317
ENST00000295321.9,chr2,127480812,127526489,45678,-,37194,10,0.129480274968256,IWS1,ENST00000295321
ENST00000295379.2,chr2,68860909,68871397,10489,-,34786,2,0.166669844599104,BMP10,ENST00000295379
ENST00000295400.11,chr2,70447284,70553826,106543,-,35198,2,0.108640642745184,TGFA,ENST00000295400
ENST00000295408.9,chr2,111898607,112029561,130955,+,26760,7,0.104311404680998,MERTK,ENST00000295408
ENST00000295417.4,chr2,207762598,207769906,7309,-,39905,2,0.555151183472432,FZD5,ENST00000295417
ENST00000295448.8,chr4,44701795,44726556,24762,-,63850,4,0.143082141991761,GNPDA2,ENST00000295448
ENST00000295453.8,chr2,232406844,232410714,3871,+,31212,3,0.114931542237148,ALPG,ENST00000295453
ENST00000295461.10,chr4,48016772,48040173,23402,+,58836,2,0.163665498675327,NIPAL1,ENST00000295461
ENST00000295463.4,chr2,232456153,232460753,4601,+,31215,1,0.19321886546403,ALPI,ENST00000295463
ENST00000295488.8,chr4,83407346,83455823,48478,-,64875,11,0.164482858203721,HELQ,ENST00000295488
ENST00000295491.9,chr4,83456058,83462298,6241,+,59822,6,0.140938952091011,MRPS18C,ENST00000295491
ENST00000295522.4,chr3,190305707,190322446,16740,-,56667,2,0.156917562724014,CLDN1,ENST00000295522
ENST00000295566.8,chr1,155659446,155689000,29555,-,18643,10,0.136328878362375,YY1AP1,ENST00000295566
ENST00000295571.9,chr3,68975217,69013623,38407,-,52695,8,0.129838310724607,EOGT,ENST00000295571
ENST00000295588.9,chr3,119468963,119494708,25746,+,45801,7,0.179857065175173,POGLUT1,ENST00000295588
ENST00000295589.4,chr4,26481396,26490484,9089,-,63542,2,0.208284739795357,CCKAR,ENST00000295589
ENST00000295598.10,chr1,116373244,116404774,31531,+,6211,5,0.20415781294599,ATP1A1,ENST00000295598
ENST00000295622.6,chr3,119146165,119151456,5292,+,45783,3,0.122316704459562,TEX55,ENST00000295622
ENST00000295640.9,chr1,201982648,202006143,23496,+,9554,3,0.119399046646237,RNPEP,ENST00000295640
ENST00000295645.9,chr4,55556519,55592245,35727,-,64079,2,0.229017269851933,PDCL2,ENST00000295645
ENST00000295666.6,chr4,57030773,57110385,79613,-,64136,5,0.120458970268675,IGFBP7,ENST00000295666
ENST00000295683.3,chr2,218162841,218166962,4122,-,40150,2,0.14691897137312,CXCR1,ENST00000295683
ENST00000295694.9,chr1,156282948,156292443,9496,+,7667,3,0.180223251895535,TMEM79,ENST00000295694
ENST00000295702.9,chr1,156009048,156020951,11904,-,18720,5,0.137684811827957,SSR2,ENST00000295702
ENST00000295704.7,chr2,218663892,218672002,8111,-,40209,10,0.29051904820614,RNF25,ENST00000295704
ENST00000295718.7,chr2,219289623,219309401,19779,-,40338,17,0.226427018555033,PTPRN,ENST00000295718
ENST00000295728.7,chr2,218990190,218993422,3233,-,40229,1,0.213485926384163,CRYBA2,ENST00000295728
ENST00000295731.7,chr2,219054424,219060921,6498,-,40246,3,0.437426900584795,IHH,ENST00000295731
ENST00000295743.8,chr3,27715949,27722498,6550,-,50533,4,0.506595419847329,EOMES,ENST00000295743
ENST00000295756.11,chr3,108822786,108855005,32220,+,45486,3,0.0955617628801984,TRAT1,ENST00000295756
ENST00000295757.8,chr3,13480306,13506416,26111,+,42148,1,0.0957029604381294,HDAC11,ENST00000295757
ENST00000295759.12,chr2,219236598,219245444,8847,-,40316,13,0.351644625296711,GLB1L,ENST00000295759
ENST00000295767.9,chr3,14112077,14124870,12794,-,50094,4,0.140417383148351,CHCHD4,ENST00000295767
ENST00000295802.9,chr2,85341955,85354528,12574,-,35660,9,0.138038810243359,RETSAT,ENST00000295802
ENST00000295822.7,chr3,170888418,170908637,20220,-,56007,5,0.228155291790307,EIF5A2,ENST00000295822
ENST00000295824.14,chr3,19879472,19934217,54746,-,50345,6,0.137768969422424,EFHB,ENST00000295824
ENST00000295830.13,chr3,170864875,170870195,5321,-,56001,3,0.113437323811314,RPL22L1,ENST00000295830
ENST00000295834.8,chr2,88122982,88128062,5081,-,35927,4,0.0963983467821295,FABP1,ENST00000295834
ENST00000295868.6,chr3,113362865,113441610,78746,-,53709,11,0.184033474716177,CFAP44,ENST00000295868
ENST00000295878.8,chr3,113964137,114056526,92390,-,53742,13,0.2183916008226,CCDC191,ENST00000295878
ENST00000295887.6,chr4,84583127,84651334,68208,+,59840,10,0.106093126905935,CDS1,ENST00000295887
ENST00000295890.8,chr4,73052362,73069741,17380,-,64369,5,0.109867663981588,COX18,ENST00000295890
ENST00000295896.13,chr3,63819299,63848636,29338,+,44554,2,0.198387756493285,C3orf49,ENST00000295896
ENST00000295897.9,chr4,73404287,73421482,17196,+,59461,1,0.110391951616655,ALB,ENST00000295897
ENST00000295898.8,chr4,86876205,86892422,16218,-,65110,3,0.12288814897028,C4orf36,ENST00000295898
ENST00000295910.11,chr3,150659885,150703920,44036,-,55408,13,0.152120991915705,ERICH6,ENST00000295910
ENST00000295924.12,chr3,156674590,156706770,32181,+,47460,2,0.34569466455362,TIPARP,ENST00000295924
ENST00000295927.4,chr3,157436850,157443633,6784,+,47516,3,0.297612028301887,PTX3,ENST00000295927
ENST00000295951.7,chr3,57756230,57929168,172939,+,44378,17,0.224456022065583,SLMAP,ENST00000295951
ENST00000295958.10,chr4,39546336,39638865,92530,-,63715,4,0.137495947260348,SMIM14,ENST00000295958
ENST00000295987.13,chrX,47571901,47619857,47957,-,248794,6,0.248960527138896,SYN1,ENST00000295987
ENST00000295992.8,chr3,142817874,142889083,71210,-,55155,9,0.147955343350653,PCOLCE2,ENST00000295992
ENST00000296015.9,chr3,180602163,180611130,8968,+,48205,4,0.400992417484389,TTC14,ENST00000296015
ENST00000296026.4,chr4,74036589,74038689,2101,-,64399,2,0.0906711089957163,CXCL3,ENST00000296026
ENST00000296027.5,chr4,73995642,73998677,3036,-,64398,1,0.0559288537549407,CXCL5,ENST00000296027
ENST00000296028.4,chr4,73986439,73988190,1752,-,64397,3,0.051027397260274,PPBP,ENST00000296028
ENST00000296029.4,chr4,73980811,73982027,1217,-,64393,1,0.0751027115858669,PF4,ENST00000296029
ENST00000296043.7,chr4,76435229,76783253,348025,+,59606,5,0.120503412111198,SHROOM3,ENST00000296043
ENST00000296046.4,chr3,148865296,148897203,31908,+,47209,9,0.140221887927792,CPA3,ENST00000296046
ENST00000296059.7,chr3,149318498,149333636,15139,-,55326,5,0.132194993064271,TM4SF18,ENST00000296059
ENST00000296096.6,chr2,27149004,27156974,7971,+,23290,2,0.0828377869777945,TCF23,ENST00000296096
ENST00000296097.8,chr2,27275433,27281499,6067,+,23310,5,0.106164496456239,DNAJC5G,ENST00000296097
ENST00000296099.2,chr2,27307400,27308445,1046,-,33104,2,0.381739961759082,UCN,ENST00000296099
ENST00000296102.8,chr2,27771719,27779733,8015,+,23406,2,0.182969432314411,MRPL33,ENST00000296102
ENST00000296121.6,chr3,44748744,44761619,12876,-,51135,2,0.23890183286735,KIAA1143,ENST00000296121
ENST00000296125.9,chr3,44874608,44914990,40383,+,43453,14,0.131253250130005,TGM4,ENST00000296125
